Authors,Author full names,Author(s) ID,Title,Planet,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Country of Origin,Institution,Affiliations,Authors with affiliations,Funding Texts,Funding Source,Publisher,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
Vijayaraghavan A.,"Vijayaraghavan, A. (6603030186)",6603030186,Aerocapture and aeromaneuvering at Mars,Mars,1992,"Astrodynamics Conference, 1992",,,AIAA-92-4586,1,10,9,1,10.2514/6.1992-4586,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007235937&doi=10.2514%2f6.1992-4586&partnerID=40&md5=be3c6da1c0650a4561caa6bdcaea839b,United States,NASA Jet Propulsion Laboratory,"Navigation systems section, Jet Propulsion Laboratory, California Institute of Technology, Pasadena, 91109, CA, United States","Vijayaraghavan A., Navigation systems section, Jet Propulsion Laboratory, California Institute of Technology, Pasadena, 91109, CA, United States",,NASA,"American Institute of Aeronautics and Astronautics Inc, AIAA",English,Conference paper,Final,,Scopus,2-s2.0-85007235937
Willcockson W.H.,"Willcockson, W.H. (6701801621)",6701801621,Mars aerocapture using continuous roll techniques,Mars,1992,Advances in the Astronautical Sciences,76,pt 3,,1859,1881,22,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026715464&partnerID=40&md5=818fe2fdd991bb3ca95bccd3e6ff34ec,United States,Martin Marietta Astronautics Group,"Martin Marietta Astronautics Group, Denver, United States","Willcockson W.H., Martin Marietta Astronautics Group, Denver, United States",,NA,Publ by Univelt Inc,English,Conference paper,Final,,Scopus,2-s2.0-0026715464
Puig-Suari J.; Longuski J.M.,"Puig-Suari, Jordi (6701783290); Longuski, James M. (7005214433)",6701783290; 7005214433,Aerocapture with a flexible tether,Mars,1992,"Astrodynamics Conference, 1992",,,AIAA-92-4662-CP,564,578,14,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007256328&partnerID=40&md5=fee3a65609daeb926c41748aa497b9b0,United States,Purdue Univ.,"Purdue University, School of Aeronautics and Astronautics, West Lafayette, IN, United States","Puig-Suari J., Purdue University, School of Aeronautics and Astronautics, West Lafayette, IN, United States; Longuski J.M., Purdue University, School of Aeronautics and Astronautics, West Lafayette, IN, United States",,NA,"American Institute of Aeronautics and Astronautics Inc, AIAA",English,Conference paper,Final,,Scopus,2-s2.0-85007256328
Gurley J.C.,"Gurley, J.C. (57192293851)",57192293851,Guidance for an aerocapture maneuver,Generic,1993,"Journal of Guidance, Control, and Dynamics",16,3,,505,510,5,17,10.2514/3.21038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027590202&doi=10.2514%2f3.21038&partnerID=40&md5=c93d06cf9c65e9cdd80e940d78890fd4,United States,Hughes Aircraft Company,"Hughes Aircraft Company, El Segundo, CA, 90009, United States; Systems Laboratories Directorate, Space and Communications Group, United States; Los Angeles, CA, 90077, 10901 Savona Road, United States","Gurley J.C., Hughes Aircraft Company, El Segundo, CA, 90009, United States, Systems Laboratories Directorate, Space and Communications Group, United States, Los Angeles, CA, 90077, 10901 Savona Road, United States",,NA,,English,Article,Final,,Scopus,2-s2.0-0027590202
Powell R.W.; Braun R.D.,"Powell, Richard W. (7402348304); Braun, Robert D. (7402220888)",7402348304; 7402220888,Six-degree-of-freedom guidance and control analysis of mars aerocapture,Mars,1993,"Journal of Guidance, Control, and Dynamics",16,6,,1038,1044,6,44,10.2514/3.21125,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027698012&doi=10.2514%2f3.21125&partnerID=40&md5=dde2adf9ff1efb6376048bd2a737665b,United States,NASA Langley Research Center,"Space Systems Division, NASA Langley Research Center, Hampton, VA, 23681, United States","Powell R.W., Space Systems Division, NASA Langley Research Center, Hampton, VA, 23681, United States; Braun R.D., Space Systems Division, NASA Langley Research Center, Hampton, VA, 23681, United States",,NASA,,English,Article,Final,,Scopus,2-s2.0-0027698012
Woodcock Gordon R.,"Woodcock, Gordon R. (7003903865)",7003903865,Near-optimal aerocapture trajectories with full orbital element control,Generic,1993,Advances in the Astronautical Sciences,82,pt 2,,1155,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027883077&partnerID=40&md5=5d719e65e4e78c3bef9585bac66cd9fb,United States,Boeing Defense and Space,"Boeing Defense and Space Group, Huntsville, United States","Woodcock Gordon R., Boeing Defense and Space Group, Huntsville, United States",,NA,Publ by Univelt Inc,English,Conference paper,Final,,Scopus,2-s2.0-0027883077
Lyne J.E.,"Lyne, James Evans (7004648122)",7004648122,Effect of parking orbit period on aerocapture for manned mars missions,Mars,1993,Journal of Spacecraft and Rockets,30,4,,484,487,3,4,10.2514/3.25554,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027628214&doi=10.2514%2f3.25554&partnerID=40&md5=db8536da9d479199fefca6875b137d93,United States,Univ. of Tennessee,"University of Tennessee, Knoxville, TN, 37996, 414 Dougherty Engineering Building, United States; University of Tennessee, Knoxville, TN, 37996, 414 Dougherty Engineering Building, United States","Lyne J.E., University of Tennessee, Knoxville, TN, 37996, 414 Dougherty Engineering Building, United States, University of Tennessee, Knoxville, TN, 37996, 414 Dougherty Engineering Building, United States",This work was supported by NASA Grant NAGW-1331 at,NASA,,English,Article,Final,,Scopus,2-s2.0-0027628214
Crouse Patrick; Lewis Mark,"Crouse, Patrick (22949870300); Lewis, Mark (57199386026)",22949870300; 57199386026,Effect of high lift to drag ratio on aerobraking,Mars,1993,Advances in the Astronautical Sciences,84,pt 2,,1265,1278,13,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027852159&partnerID=40&md5=66b37393b53b4b9d7b6a1f44bc978787,United States,NASA Goddard Spaceflight Center,"NASA Goddard Space Flight Cent, Greenbelt, United States","Crouse Patrick, NASA Goddard Space Flight Cent, Greenbelt, United States; Lewis Mark, NASA Goddard Space Flight Cent, Greenbelt, United States",,NA,Publ by Univelt Inc,English,Conference paper,Final,,Scopus,2-s2.0-0027852159
Wercinski P.F.; Lyne J.E.,"Wercinski, P.F. (6602186880); Lyne, J.E. (7004648122)",6602186880; 7004648122,Mars aerocapture: Extension and refinement,Mars,1994,Journal of Spacecraft and Rockets,31,4,,703,705,2,9,10.2514/3.26499,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028460716&doi=10.2514%2f3.26499&partnerID=40&md5=971102675ff5ed23411b3376443cbd2f,United States,NASA Ames Research Center,"NASA Ames Research Center, Moffett Field, CA, 94035, United States; University of Tennessee, Knoxville, TN, 37996, United States; Thermosciences Division, United States; Deptartment of Mechanical and Aerospace Engineering, United States","Wercinski P.F., NASA Ames Research Center, Moffett Field, CA, 94035, United States, Thermosciences Division, United States; Lyne J.E., University of Tennessee, Knoxville, TN, 37996, United States, Deptartment of Mechanical and Aerospace Engineering, United States",,NASA,,English,Note,Final,,Scopus,2-s2.0-0028460716
Lyne J.E.,"Lyne, J.E. (7004648122)",7004648122,Physiological constraints on deceleration during the aerocapture of manned vehicles,Mars,1994,Journal of Spacecraft and Rockets,31,3,,443,446,3,2,10.2514/3.26458,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028423845&doi=10.2514%2f3.26458&partnerID=40&md5=7ccbdbdd379b6d6b67966204266e72ff,United States,Univ. of Tennessee,"University of Tennessee, Knoxville, TN, 37996, United States; Department of Mechanical and Aerospace Engineering, United States","Lyne J.E., University of Tennessee, Knoxville, TN, 37996, United States, Department of Mechanical and Aerospace Engineering, United States",,NASA,,English,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-0028423845
Wetzel Todd A.; Moerder Daniel D.,"Wetzel, Todd A. (7003641157); Moerder, Daniel D. (6701637928)",7003641157; 6701637928,Vehicle/trajectory optimization for aerocapture at Mars,Mars,1994,Journal of the Astronautical Sciences,42,1,,71,89,18,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028056521&partnerID=40&md5=c9fb0fa134a14639364bfd4c53bec058,United States,Iowa State Univ.,"Iowa State Univ, Ames, United States","Wetzel Todd A., Iowa State Univ, Ames, United States; Moerder Daniel D., Iowa State Univ, Ames, United States",,NA,Publ by American Astronautical Soc,English,Article,Final,,Scopus,2-s2.0-0028056521
Suzuki K.; Abe T.,"Suzuki, Kojiro (55778911800); Abe, Takashi (56435008500)",55778911800; 56435008500,Thermochemical nonequilibrium viscous shock-layer analysis for a mars aerocapture vehicle,Mars,1994,Journal of Thermophysics and Heat Transfer,8,4,,773,780,7,21,10.2514/3.611,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028519345&doi=10.2514%2f3.611&partnerID=40&md5=6ea78fc1c3decbc8ea40142272d6b5c5,Japan,"ISAS, JAXA","Institute for Space and Astronautical Science, Sagamihara, Kanagawa 229, Japan; Research Division for Space Transportation, AIAA, 3-1-1 Yoshinodai, United States","Suzuki K., Institute for Space and Astronautical Science, Sagamihara, Kanagawa 229, Japan, Research Division for Space Transportation, AIAA, 3-1-1 Yoshinodai, United States; Abe T., Institute for Space and Astronautical Science, Sagamihara, Kanagawa 229, Japan, Research Division for Space Transportation, AIAA, 3-1-1 Yoshinodai, United States",,JAXA,,English,Article,Final,,Scopus,2-s2.0-0028519345
Longuski J.M.; Puig-Suari J.; Tsiotras P.; Tragesser S.,"Longuski, J.M. (7005214433); Puig-Suari, J. (6701783290); Tsiotras, P. (7006580129); Tragesser, S. (6701424168)",7005214433; 6701783290; 7006580129; 6701424168,Optimal mass for aerobraking tethers,Generic,1995,Acta Astronautica,35,8,,489,500,11,13,10.1016/0094-5765(95)00006-L,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000848867&doi=10.1016%2f0094-5765%2895%2900006-L&partnerID=40&md5=cf52cd5670a5f866d5c67c356d8af38a,United States,Purdue Univ.,"School of Aeronautics and Astronautics, Purdue University, West Lafayette, IN 47907-1282, United States","Longuski J.M., School of Aeronautics and Astronautics, Purdue University, West Lafayette, IN 47907-1282, United States; Puig-Suari J., School of Aeronautics and Astronautics, Purdue University, West Lafayette, IN 47907-1282, United States; Tsiotras P., School of Aeronautics and Astronautics, Purdue University, West Lafayette, IN 47907-1282, United States; Tragesser S., School of Aeronautics and Astronautics, Purdue University, West Lafayette, IN 47907-1282, United States",supported in part by the National Science Foundation under Grant No. MSS-9114388.,NA,,English,Article,Final,,Scopus,2-s2.0-0000848867
Meyer J.L.; Silverberg L.; Walberg G.D.,"Meyer, J.L. (55729480000); Silverberg, L. (7004653488); Walberg, G.D. (6602466046)",55729480000; 7004653488; 6602466046,Fuel-optimal bank-angle control for lunar-return aerocapture,Generic,1995,Journal of Spacecraft and Rockets,32,1,,149,155,6,1,10.2514/3.26587,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029196584&doi=10.2514%2f3.26587&partnerID=40&md5=0d80ee7c4260ac2d241ad33a66abcb8c,United States,North Carolina State Univ.,"North Carolina State University, Raleigh, NC, 27695-7921, United States; Mars Mission Research Center, United States; Mechanical and Aerospace Engineering, United States","Meyer J.L., North Carolina State University, Raleigh, NC, 27695-7921, United States, Mars Mission Research Center, United States; Silverberg L., North Carolina State University, Raleigh, NC, 27695-7921, United States, Mechanical and Aerospace Engineering, United States; Walberg G.D., North Carolina State University, Raleigh, NC, 27695-7921, United States, Mechanical and Aerospace Engineering, United States",This investigation was supported by the Mars Mission Research Center under NASA Grant NAGW-1331.The authors thank Richard W. Powell for his assistance in the implementation of the closed-loop control algorithms in POST.,NASA,,English,Article,Final,,Scopus,2-s2.0-0029196584
Papadopoulos P.; Venkatapathy E.; Henline W.; Wercinski P.F.,"Papadopoulos, P. (7102700354); Venkatapathy, E. (6701471584); Henline, W. (6602908993); Wercinski, P.F. (6602186880)",7102700354; 6701471584; 6602908993; 6602186880,Aerothermal heating simulations with surface catalysis for the mars 2001 aerocapture mission,Earth,1997,35th Aerospace Sciences Meeting and Exhibit,,,AIAA Paper 97-0473,,,19,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983187858&partnerID=40&md5=98ece6bed378b11e2084f3ecfc60c6a9,United States,Eloret Institute,"Thermosciences Institute, ELORET, Mail Stop 230-2, Moffett Field, 94035, CA, United States; NASA, Ames Research Center, Mail Stop 230-2, Moffett Field, 94035, CA, United States","Papadopoulos P., Thermosciences Institute, ELORET, Mail Stop 230-2, Moffett Field, 94035, CA, United States; Venkatapathy E., Thermosciences Institute, ELORET, Mail Stop 230-2, Moffett Field, 94035, CA, United States; Henline W., NASA, Ames Research Center, Mail Stop 230-2, Moffett Field, 94035, CA, United States; Wercinski P.F., NASA, Ames Research Center, Mail Stop 230-2, Moffett Field, 94035, CA, United States",,NASA,"American Institute of Aeronautics and Astronautics Inc, AIAA",English,Conference paper,Final,,Scopus,2-s2.0-84983187858
Wercinski P.P.; Henline W.; Tran H.; Milos F.; Papadopoulos P.; Chen Y.-K.; Venkatapathy E.; Tauber M.,"Wercinski, P.P. (6602186880); Henline, W. (6602908993); Tran, H. (7202596510); Milos, F. (6603864914); Papadopoulos, P. (7102700354); Chen, Y.-K. (10439691200); Venkatapathy, E. (6701471584); Tauber, M. (7101899979)",6602186880; 6602908993; 7202596510; 6603864914; 7102700354; 10439691200; 6701471584; 7101899979,"Trajectory, aerothermal conditions, and thermal protection system mass for the mars 2001 aerocapture mission",Mars,1997,35th Aerospace Sciences Meeting and Exhibit,,,AIAA Paper 97-0472,,,11,8,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983188991&partnerID=40&md5=bfdcc740c04f61aeb899bb75d529747c,United States,NASA Ames Research Center,"NASA, Ames Research Center, Moffett Field, 94035, CA, United States; Thermosciences Institute, NASA, Ames Research Center, Moffett Field, 94035, CA, United States","Wercinski P.P., NASA, Ames Research Center, Moffett Field, 94035, CA, United States; Henline W., NASA, Ames Research Center, Moffett Field, 94035, CA, United States; Tran H., NASA, Ames Research Center, Moffett Field, 94035, CA, United States; Milos F., NASA, Ames Research Center, Moffett Field, 94035, CA, United States; Papadopoulos P., Thermosciences Institute, NASA, Ames Research Center, Moffett Field, 94035, CA, United States; Chen Y.-K., Thermosciences Institute, NASA, Ames Research Center, Moffett Field, 94035, CA, United States; Venkatapathy E., Thermosciences Institute, NASA, Ames Research Center, Moffett Field, 94035, CA, United States; Tauber M., Thermosciences Institute, NASA, Ames Research Center, Moffett Field, 94035, CA, United States",,NASA,"American Institute of Aeronautics and Astronautics Inc, AIAA",English,Conference paper,Final,,Scopus,2-s2.0-84983188991
Gulick D.S.; Edquist C.T.,"Gulick, Douglas S. (8582621600); Edquist, C. Thomas (6603058203)",8582621600; 6603058203,Heat shield aeroheating predictions for a mars orbiter angle of attack aerocapture,Mars,1998,7th AIAA/ASME Joint Thermophysics and Heat Transfer Conference,,,,,,9,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983142979&partnerID=40&md5=3f012abcb7c0441d3cdc9d49a3f2debf,United States,Lockheed Martin Astronautics,"Lockheed Martin Astronautics, P. O. Box 179, M/S S8003, Denver, 80201, CO, United States","Gulick D.S., Lockheed Martin Astronautics, P. O. Box 179, M/S S8003, Denver, 80201, CO, United States; Edquist C.T., Lockheed Martin Astronautics, P. O. Box 179, M/S S8003, Denver, 80201, CO, United States",,NA,"American Institute of Aeronautics and Astronautics Inc, AIAA",English,Conference paper,Final,,Scopus,2-s2.0-84983142979
Lyne J.E.; Wercinski P.; Walberg G.; Jits R.,"Lyne, James Evans (7004648122); Wercinski, Paul (6602186880); Walberg, Gerald (6602466046); Jits, Roman (7801609780)",7004648122; 6602186880; 6602466046; 7801609780,Mars aerocapture studies for the design reference mission,Mars,1998,Advances in the Astronautical Sciences,99,1,,175,185,10,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345763388&partnerID=40&md5=ccea0f719813c101b3d648a8453a40f2,United States,Univ. of Tennessee,"Dept. Mech. Aerosp. Eng. Eng. Sci., University of Tennessee, 414 Dougherty Bldg., Knoxville, TN 37996, United States; Reacting Flows Environments Branch, NASA Ames Research Center, Moffett Field, CA 94035, United States; Dept. of Mech. and Aerosp. Eng., North Carolina State University, Raleigh, NC 27695, United States; Graduate Research Assistant, Dept. of Mech. and Aerosp. Eng., North Carolina State University, Raleigh, NC 27695, United States","Lyne J.E., Dept. Mech. Aerosp. Eng. Eng. Sci., University of Tennessee, 414 Dougherty Bldg., Knoxville, TN 37996, United States; Wercinski P., Reacting Flows Environments Branch, NASA Ames Research Center, Moffett Field, CA 94035, United States; Walberg G., Dept. of Mech. and Aerosp. Eng., North Carolina State University, Raleigh, NC 27695, United States; Jits R., Graduate Research Assistant, Dept. of Mech. and Aerosp. Eng., North Carolina State University, Raleigh, NC 27695, United States",,NASA,,English,Article,Final,,Scopus,2-s2.0-0345763388
Powell R.W.,"Powell, Richard W. (7402348304)",7402348304,Numerical roll reversal predictor corrector aerocapture and precision landing guidance algorithms for the mars surveyor program 2001 missions,Mars,1998,23rd Atmospheric Flight Mechanics Conference,,,,1,9,8,51,10.2514/6.1998-4574,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983184216&doi=10.2514%2f6.1998-4574&partnerID=40&md5=e743cbaf056fcc760e74f5c113b432a7,United States,NASA Langley Research Center,"Vehicle Analysis Branch, Space Systems and Concepts Division, NASA Langley Research Center, Hampton, 23681-2199, VA, United States","Powell R.W., Vehicle Analysis Branch, Space Systems and Concepts Division, NASA Langley Research Center, Hampton, 23681-2199, VA, United States",,NASA,"American Institute of Aeronautics and Astronautics Inc, AIAA",English,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84983184216
